04197,吕勇,Thomas Fisher,财务部,"Nurse, mental health",410482199407109184,14514231097,女,19940710,72332,rosskatherine@gmail.com,荆门县,江西省慧县牧野上海街F座 150205
07473,丁敏,Jonathan Evans,市场部,"Journalist, broadcasting",231282197602066746,13226202617,女,19760206,92320,weeksnicholas@lopez.org,林市,安徽省俊县华龙佛山路G座 147435
00750,鞠敏,Chelsea Fuentes,运营部,Air broker,510105197112268992,15374024525,男,19711226,55493,kyletyler@hotmail.com,北镇县,新疆维吾尔自治区海口市黄浦齐齐哈尔街J座 370224
00895,张凤兰,Nicole Blankenship,财务部,Publishing rights manager,220421199502040527,18896293709,女,19950204,44676,russocourtney@wolf-knox.com,香港县,河南省秀梅县永川曹街i座 207492
07507,刁杨,Carol Schultz,财务部,"Lecturer, further education",632323197411061652,13555956184,男,19741106,28470,hpoole@yahoo.com,建国市,吉林省英县南湖宁德路t座 597315
00555,杨洋,Jeffrey Vaughn,客服部,"Exhibitions officer, museum/gallery",330781194504279190,18033153084,男,19450427,32749,uavery@hotmail.com,丹丹市,四川省慧市大兴杨路W座 605357
05759,罗莉,Keith Ray DVM,IT部,Television/film/video producer,330381196909073593,13170970518,男,19690907,10503,curtisbennett@hotmail.com,婷婷县,湖南省刚市房山赵路z座 817165
07192,张龙,Karen Trevino,人事部,"Editor, magazine features",340207199501032057,14571897349,男,19950103,15882,fwatson@johnson.com,南宁县,福建省澳门市徐汇张路O座 101058
02043,王想,Anthony Robinson,财务部,"Engineer, energy",542400196210126442,15179884410,女,19621012,07121,kristiebradshaw@hotmail.com,平县,新疆维吾尔自治区桂芳县丰都上海街a座 716097
06004,张俊,Richard Bailey,财务部,Marketing executive,140600199705077820,13880304058,女,19970507,80741,griffinbrandon@rogers.net,娜县,天津市雪梅县永川合肥街H座 562134
07582,柯红霞,Michael Harrington,采购部,Planning and development surveyor,640101194212099698,15520367950,男,19421209,03006,daniel44@brooks-french.com,梧州县,新疆维吾尔自治区潮州市沈北新武汉街V座 970476
04593,吴超,Aaron Cunningham,人事部,Police officer,652924199203211769,14732938137,女,19920321,80290,donna40@dominguez.com,静市,宁夏回族自治区桂芳县龙潭长沙路b座 748062
02509,彭丽华,Carla Haynes,客服部,"Conservator, furniture",542430195509105711,15128455688,男,19550910,72154,jessicarodriguez@allen-davis.net,秀芳市,台湾省莉县高港武汉街q座 197039
03713,傅志强,Charles Maxwell,运营部,Proofreader,500230198007093857,15615876873,男,19800709,63995,kristopher86@hotmail.com,磊县,黑龙江省斌市长寿兰州路L座 836355
02884,董洋,Natalie Wang,人事部,Probation officer,210922193206219148,15739009223,女,19320621,81812,ricardo09@harris.org,杨市,青海省玉华县朝阳长沙街T座 994140
07112,王桂芝,Amanda Espinoza,财务部,Heritage manager,610823196706255179,13079965301,男,19670625,01420,shawnfrederick@yahoo.com,亮县,吉林省海燕县滨城杭州街j座 712931
06824,王帅,Stacy Garcia,销售部,Homeopath,530400196504158139,15257983419,男,19650415,00573,michaelfoster@robinson.com,深圳市,贵州省玉华市高港辛集街k座 286355
02876,李建军,Pamela Mendoza,采购部,Academic librarian,140423199204013021,18051377514,女,19920401,96342,cherylgarza@murray.com,汕尾县,新疆维吾尔自治区建县安次张路t座 673972
03051,李秀珍,Jessica Dodson,客服部,Risk analyst,211321197207211308,15637850260,女,19720721,75052,bhancock@houston.com,鹏市,浙江省欢市海陵汕尾街M座 412359
04801,潘琳,Tracy Gutierrez,人事部,"Scientist, marine",210111194309231897,15956193810,男,19430923,23521,kenneth55@gonzalez-dominguez.com,南昌县,江西省淑兰市友好成都路p座 494079
06048,王伟,Amber Brown,IT部,Scientific laboratory technician,450921195008309860,13579122030,女,19500830,40686,christopherfisher@grimes-phillips.biz,军市,浙江省秀云市合川李街X座 655136
03010,蔡敏,Brandy Gonzalez,IT部,Leisure centre manager,230128196201127908,14787016751,女,19620112,39807,ashleywatson@hotmail.com,伟县,海南省东县崇文褚路U座 612327
06431,谢婷婷,Stephanie Smith,销售部,"Designer, industrial/product",469026199906080405,18988264947,女,19990608,23233,wbeck@frazier.com,琴市,四川省静市华龙齐齐哈尔街l座 439689
06495,王秀云,Randy Lawson,市场部,"Scientist, marine",542227198507069715,18582333293,男,19850706,49667,tracymartin@oliver.net,兴城市,宁夏回族自治区秀英县南湖邬路l座 641386
05011,柳冬梅,Courtney Woodward,采购部,"Scientist, biomedical",230183198310047601,13922801880,女,19831004,05066,mcclurecharles@bailey.net,文县,北京市天津县门头沟李街K座 933284
02314,沈桂珍,Sydney Jordan,采购部,Multimedia programmer,360702198212109489,15040009476,女,19821210,86147,jodilittle@wilson.biz,浩市,吉林省北镇市闵行汪街p座 226664
07578,魏凤兰,Kevin Manning,客服部,Education administrator,150783199011067925,13124105829,女,19901106,11286,swansonroy@hotmail.com,潜江县,香港特别行政区超市上街刘街P座 607805
05078,陈林,Duane Bell,市场部,Occupational hygienist,110102194507084226,13206831382,女,19450708,91243,sarahrogers@hotmail.com,南京县,河南省齐齐哈尔县和平李路W座 772839
00358,唐坤,Deanna Pena,财务部,Health service manager,411401197201086670,15832441317,男,19720108,20195,patricia10@hotmail.com,磊县,陕西省太原市清河郭路a座 100714
04075,王秀云,Nicole Brown,运营部,Probation officer,500232195806023950,18637583822,男,19580602,81943,taylor45@yahoo.com,辛集县,台湾省玉兰县东城重庆路w座 509971
03131,冀燕,Sharon Campbell DVM,财务部,Technical brewer,360830199007199193,18110148656,男,19900719,49147,tpacheco@yahoo.com,哈尔滨县,西藏自治区淑华县友好南昌路T座 281728
02458,范敏,Shannon Clark,IT部,Tourism officer,52272519800507147X,15999335340,男,19800507,35540,xmcbride@diaz-thompson.com,六安县,江西省济南县淄川哈尔滨路j座 517273
04479,席旭,Amanda Fisher,财务部,"Surveyor, land/geomatics",140827193307264595,15371713807,男,19330726,85909,osanchez@colon-marshall.info,亮市,辽宁省建国县海港全街p座 966034
03025,王秀芳,Denise Jones,财务部,Production engineer,510727197101304856,15382894482,男,19710130,55743,heberttammie@patel.com,桂香市,北京市淑英县丰都陈路P座 205593
04196,周磊,Lisa Johnson,采购部,Animator,34031119931111000X,14558402576,女,19931111,76479,tanyawright@yahoo.com,超市,山东省广州县房山南昌街W座 397037
00172,张淑华,Devon Alvarado,财务部,"Librarian, public",34110319970416894X,18105218559,女,19970416,61097,leslieoliver@yahoo.com,建平市,河南省琳县江北戴路a座 144513
01728,张丹,Laura Garrett,销售部,Gaffer,411521199201275607,13480455194,女,19920127,07820,josephmeza@hotmail.com,秀英县,江苏省荣县南溪六盘水路o座 698029
07300,刘倩,Mitchell Wolf,市场部,"Therapist, sports",520325198202102542,13982016528,女,19820210,56760,melissa78@yahoo.com,利市,北京市文县安次西安街B座 571872
03530,蔡雪,Kelly Craig,采购部,"Surveyor, quantity",41018219750413495X,18116260124,男,19750413,35114,rhobbs@velasquez-herman.com,重庆市,湖北省荆门县沙市潜江路y座 868082
06389,许秀梅,Amanda Boyd,IT部,Cytogeneticist,220382198502217030,13904251752,男,19850221,47355,stewartjeffrey@yahoo.com,嘉禾市,辽宁省辛集市崇文张街N座 878971
00310,芮瑜,Clifford Davidson,IT部,Seismic interpreter,130634195610176125,15531636901,女,19561017,21823,travisbaker@miller.com,瑜县,湖北省伟县六枝特巢湖路N座 947686
00776,王阳,Jason Donaldson,人事部,Orthoptist,445281197212029540,18956449601,女,19721202,04961,ujimenez@scott-price.com,南昌市,江苏省斌县南长哈尔滨路o座 291006
06591,蒋柳,Debbie Rogers,销售部,"Therapist, sports",370983197910170814,15889064830,男,19791017,84269,amy30@yahoo.com,淑珍市,湖南省杰县滨城陆街s座 388276
02221,何华,Jerry Guerra,市场部,Theatre stage manager,421222193403228176,13331995575,男,19340322,69929,robert30@neal.biz,东莞县,西藏自治区玲县房山陈街e座 507595
07759,刘文,Valerie Richardson,运营部,"Designer, television/film set",232700194707142418,15827865877,男,19470714,33106,leeeric@gmail.com,秀兰县,宁夏回族自治区鑫县友好重庆街z座 577581
01119,李凤兰,Robert Matthews,财务部,Armed forces technical officer,370102197306168775,15090834236,男,19730616,96734,ethomas@hotmail.com,凤兰县,辽宁省柳州市海陵李路D座 346593
04416,王欢,Veronica Salazar MD,客服部,Commercial/residential surveyor,330900199103316099,13502868870,男,19910331,52677,adriennele@thomas.com,香港市,山西省邯郸市华龙曾街W座 680081
07605,常涛,Heather Davis,采购部,Art therapist,13050119440628237X,15044123689,男,19440628,24517,williamsjennifer@hotmail.com,澳门市,安徽省大冶市六枝特长沙街M座 943016
00848,苏彬,Timothy Lee,IT部,Materials engineer,341501195302262862,14524277784,女,19530226,31813,andersenjacqueline@mccullough.com,鑫县,广西壮族自治区太原县六枝特宋街L座 769454
02726,李云,Edward Perez,销售部,Trading standards officer,620104195405060589,13128214967,女,19540506,04482,ahernandez@gmail.com,兴城市,澳门特别行政区红霞市长寿哈尔滨路N座 211219
03195,杨英,Zachary Bradley,销售部,Location manager,320303197107150618,18925615026,男,19710715,76179,jimenezjames@medina.org,冬梅县,山东省畅县梁平呼和浩特路z座 685812
01415,邹军,Keith Peters,财务部,Quality manager,450328194401292222,18159532572,女,19440129,44740,jason15@may.com,昆明县,上海市永安市城北哈尔滨路O座 502136
06862,崔建国,Kathryn Rodriguez,采购部,Occupational therapist,36092619600302422X,13511684084,女,19600302,87587,lawrence85@gmail.com,兰州县,香港特别行政区阜新市西夏北京街u座 613138
04965,张宇,Charles Miller,销售部,Multimedia specialist,320621199910037903,13600888985,女,19991003,82804,rittermichael@hotmail.com,长春县,黑龙江省济南县长寿兰州街l座 922509
00006,张萍,Joshua Quinn,IT部,Ergonomist,450107194606261216,15293799173,男,19460626,72632,ayersmatthew@yahoo.com,海门市,贵州省莹市淄川赵街M座 489931
06834,熊玉兰,Lisa Garrett,采购部,"Editor, film/video",320981194107263928,14501965518,女,19410726,10761,hsweeney@moore.com,秀云市,江苏省波市花溪济南路U座 101608
06964,石桂花,Tracy Meyer,运营部,Operational investment banker,340122198011064690,15655249345,男,19801106,49243,julie06@schwartz-cordova.com,莉市,内蒙古自治区杭州县龙潭左路X座 435006
06849,明志强,Nicole Brown,运营部,Higher education careers adviser,341522194901141349,15229389637,女,19490114,33044,jamesgilbert@roman.com,通辽县,河北省昆明县清浦穆路M座 788334
06626,谭文,Karen Perry,人事部,Chief Operating Officer,530101197801241953,14791340355,男,19780124,80416,scottaguilar@gmail.com,哈尔滨县,吉林省惠州市崇文太原路Q座 420623
